Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,pos_stat
1665252035.0911272,1169,3635,0,GPS1_Frame,42.338176499999996,-71.08641899999998,33.8,328122.0585885498,4689432.881326229,19,T,4
1665252036.0913749,1170,3636,0,GPS1_Frame,42.338176666666676,-71.08641866666667,33.8,328122.0865035915,4689432.8991594985,19,T,4
1665252037.086804,1171,3637,0,GPS1_Frame,42.338176666666676,-71.08641866666667,33.8,328122.0865035915,4689432.8991594985,19,T,4
1665252038.084182,1172,3638,0,GPS1_Frame,42.338176666666676,-71.08641866666667,33.8,328122.0865035915,4689432.8991594985,19,T,4
1665252039.0897331,1173,3639,0,GPS1_Frame,42.338178500000005,-71.08641633333333,33.8,328122.28372529347,4689433.098020622,19,T,4
1665252040.0737374,1174,3640,0,GPS1_Frame,42.338183,-71.08641016666668,33.8,328122.80401338625,4689433.585246131,19,T,4
1665252041.0915935,1175,3641,0,GPS1_Frame,42.338188833333334,-71.086403,33.8,328123.41031699633,4689434.218506807,19,T,4
1665252042.0884504,1176,3642,0,GPS1_Frame,42.33819483333333,-71.086396,33.8,328124.0033441265,4689434.870611493,19,T,4
1665252043.083987,1177,3643,0,GPS1_Frame,42.338201,-71.08638916666666,33.8,328124.5830947699,4689435.5415601805,19,T,4
1665252044.0873282,1178,3644,0,GPS1_Frame,42.33820666666667,-71.086382,33.8,328125.1889439649,4689436.156313942,19,T,4
1665252045.0856714,1179,3645,0,GPS1_Frame,42.338212166666665,-71.08637533333332,33.8,328125.7531475716,4689436.753571361,19,T,4
1665252046.0846565,1180,3646,0,GPS1_Frame,42.338218000000005,-71.08636833333334,33.7,328126.3457201873,4689437.387169172,19,T,4
1665252047.0800276,1181,3647,0,GPS1_Frame,42.33822383333332,-71.08636133333333,33.7,328126.93829269777,4689438.020767026,19,T,4
1665252048.0769866,1182,3648,0,GPS1_Frame,42.338229166666665,-71.0863545,33.7,328127.515772386,4689438.59918063,19,T,4
1665252049.078611,1183,3649,0,GPS1_Frame,42.3382345,-71.08634716666667,33.7,328128.13444335945,4689439.176583618,19,T,4
1665252050.0999057,1184,3650,0,GPS1_Frame,42.3382405,-71.08634016666666,33.6,328128.7274696442,4689439.828688681,19,T,4
1665252051.0790465,1185,3651,0,GPS1_Frame,42.33824666666666,-71.08633316666665,33.6,328129.3209499017,4689440.499300858,19,T,4
1665252052.0891998,1186,3652,0,GPS1_Frame,42.338252499999996,-71.0863265,33.5,328129.8860609777,4689441.133572719,19,T,4
1665252053.0812182,1187,3653,0,GPS1_Frame,42.338258,-71.08631966666667,33.5,328130.46399424993,4689441.730493615,19,T,4
1665252054.079506,1188,3654,0,GPS1_Frame,42.338262666666665,-71.08631399999999,33.5,328130.9435438673,4689442.23723741,19,T,4
1665252055.0854974,1189,3655,0,GPS1_Frame,42.338267333333334,-71.08630783333334,33.4,328131.46428477415,4689442.742970594,19,T,4
1665252056.1266928,1190,3656,0,GPS1_Frame,42.33827216666667,-71.08630183333334,33.4,328131.97174922953,4689443.267547757,19,T,4
1665252057.07301,1191,3657,0,GPS1_Frame,42.33827766666666,-71.08629516666666,33.3,328132.5359517054,4689443.864805695,19,T,4
1665252058.1128614,1192,3658,0,GPS1_Frame,42.33828366666667,-71.08628850000001,33.3,328133.1015162992,4689444.517584868,19,T,4
1665252059.0829842,1193,3659,0,GPS1_Frame,42.33828933333332,-71.0862815,33.3,328133.6936335494,4689445.132676202,19,T,4
1665252060.1042247,1194,3600,0,GPS1_Frame,42.33829516666666,-71.08627399999999,33.2,328134.32739610324,4689445.765264025,19,T,4
1665252061.080783,1195,3601,0,GPS1_Frame,42.338301833333325,-71.08626683333333,33.2,328134.93596798845,4689446.491060966,19,T,4
1665252062.1109397,1196,3602,0,GPS1_Frame,42.33830833333333,-71.0862595,33.1,328135.55781612906,4689447.19801402,19,T,4
1665252063.077895,1197,3603,0,GPS1_Frame,42.33831466666667,-71.08625183333334,33.1,328136.2066709674,4689447.885786322,19,T,4
1665252064.125308,1198,3604,0,GPS1_Frame,42.33832099999999,-71.08624366666666,33.1,328136.8967170072,4689448.572548071,19,T,4
1665252065.08033,1199,3605,0,GPS1_Frame,42.33832733333334,-71.08623633333333,33.0,328137.5181107124,4689449.260994227,19,T,4
1665252066.0842187,1200,3606,0,GPS1_Frame,42.338333666666664,-71.08622916666667,33.0,328138.12577385997,4689449.949777302,19,T,4
1665252067.0911767,1201,3607,0,GPS1_Frame,42.33834,-71.08622166666666,33.0,328138.760897764,4689450.637886695,19,T,4
