Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1663994071.3251538,398,156355872,0,GPS1_Frame,42.345616666666665,-71.09450166666667,11.0,327476.53692790424,4690275.425883128,19,T
1663994072.3227246,399,156359473,0,GPS1_Frame,42.345616666666665,-71.09450166666667,11.0,327476.53692790424,4690275.425883128,19,T
1663994073.3231785,400,156363074,0,GPS1_Frame,42.345616666666665,-71.09450166666667,11.0,327476.53692790424,4690275.425883128,19,T
1663994074.3242843,401,156366675,0,GPS1_Frame,42.345616666666665,-71.09450166666667,11.0,327476.53692790424,4690275.425883128,19,T
1663994075.3267925,402,156370276,0,GPS1_Frame,42.345616666666665,-71.09450166666667,11.0,327476.53692790424,4690275.425883128,19,T
1663994076.324012,403,156373877,0,GPS1_Frame,42.345616666666665,-71.09450166666667,11.0,327476.53692790424,4690275.425883128,19,T
1663994077.3261755,404,156377478,0,GPS1_Frame,42.345616666666665,-71.09450166666667,11.0,327476.53692790424,4690275.425883128,19,T
1663994078.325164,405,156381079,0,GPS1_Frame,42.345616666666665,-71.09450166666667,11.0,327476.53692790424,4690275.425883128,19,T
1663994079.325697,406,156384680,0,GPS1_Frame,42.345615,-71.09450166666667,11.0,327476.5323686503,4690275.240812202,19,T
1663994080.3244958,407,156388281,0,GPS1_Frame,42.345615,-71.09450166666667,11.0,327476.5323686503,4690275.240812202,19,T
1663994081.3223605,408,156391882,0,GPS1_Frame,42.345615,-71.09450166666667,11.0,327476.5323686503,4690275.240812202,19,T
1663994082.3201268,409,156395483,0,GPS1_Frame,42.345615,-71.09450166666667,11.0,327476.5323686503,4690275.240812202,19,T
1663994083.3228672,410,156399084,0,GPS1_Frame,42.345615,-71.09450166666667,11.0,327476.5323686503,4690275.240812202,19,T
1663994084.3226523,411,156402685,0,GPS1_Frame,42.345615,-71.09450166666667,11.0,327476.5323686503,4690275.240812202,19,T
1663994085.3214247,412,156406286,0,GPS1_Frame,42.345615,-71.09450166666667,11.0,327476.5323686503,4690275.240812202,19,T
1663994086.3399186,413,156409887,0,GPS1_Frame,42.345615,-71.09450166666667,11.0,327476.5323686503,4690275.240812202,19,T
1663994087.323134,414,156413488,0,GPS1_Frame,42.345615,-71.09450166666667,11.0,327476.5323686503,4690275.240812202,19,T
1663994088.340244,415,156417089,0,GPS1_Frame,42.345615,-71.09450000000001,11.0,327476.6696572377,4690275.237430075,19,T
1663994089.3202198,416,156420690,0,GPS1_Frame,42.345615,-71.09450000000001,11.0,327476.6696572377,4690275.237430075,19,T
1663994090.33966,417,156424291,0,GPS1_Frame,42.345615,-71.09450000000001,11.0,327476.6696572377,4690275.237430075,19,T
1663994091.3219702,418,156427892,0,GPS1_Frame,42.345615,-71.09450000000001,11.0,327476.6696572377,4690275.237430075,19,T
1663994092.3396368,419,156431493,0,GPS1_Frame,42.345615,-71.09450000000001,11.0,327476.6696572377,4690275.237430075,19,T
1663994093.3433156,420,156435094,0,GPS1_Frame,42.345615,-71.09450000000001,11.0,327476.6696572377,4690275.237430075,19,T
1663994094.3246489,421,156438695,0,GPS1_Frame,42.345615,-71.09450000000001,11.0,327476.6696572377,4690275.237430075,19,T
1663994095.323823,422,156442296,0,GPS1_Frame,42.345615,-71.09450000000001,11.0,327476.6696572377,4690275.237430075,19,T
1663994096.3411865,423,156445897,0,GPS1_Frame,42.345615,-71.09450000000001,11.0,327476.6696572377,4690275.237430075,19,T
1663994097.3411076,424,156449498,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994098.341702,425,156453099,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994099.34343,426,156600740,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994100.3233309,427,156604341,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994101.3337705,428,156607942,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994102.343556,429,156611543,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994103.3438995,430,156615144,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994104.3434463,431,156618745,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994105.3242562,432,156622346,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994106.3434873,433,156625947,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
