Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1663819741.4234397,104,147251943,0,GPS1_Frame,42.34379333333332,-71.10209166666667,33.7,326846.3187510467,4690088.388367837,19,T
1663819742.423549,105,147255544,0,GPS1_Frame,42.343801666666664,-71.102085,33.9,326846.8907996082,4690089.300145168,19,T
1663819743.4220245,106,147259145,0,GPS1_Frame,42.343808333333335,-71.10207833333335,34.4,326847.4582724196,4690090.026851579,19,T
1663819744.4244585,107,147262746,0,GPS1_Frame,42.343811666666674,-71.10207166666667,34.9,326848.01659394114,4690090.383416108,19,T
1663819745.4240804,108,147266347,0,GPS1_Frame,42.34381333333334,-71.10206,35.5,326848.9822175542,4690090.544726728,19,T
1663819746.4241736,109,147269948,0,GPS1_Frame,42.343815,-71.10204666666667,35.9,326850.08513368346,4690090.702643175,19,T
1663819747.4246578,110,147273549,0,GPS1_Frame,42.34381833333333,-71.10203166666666,36.3,326851.32991782523,4690091.042236475,19,T
1663819748.4254317,111,147277150,0,GPS1_Frame,42.34382333333333,-71.10201666666667,36.8,326852.5792773045,4690091.5669009555,19,T
1663819749.4249597,112,147280751,0,GPS1_Frame,42.34382833333334,-71.10200166666667,37.3,326853.82863659004,4690092.091565657,19,T
1663819750.4245033,113,147284352,0,GPS1_Frame,42.34383166666667,-71.10198666666668,37.8,326855.0734202711,4690092.43115961,19,T
1663819751.4235694,114,147287953,0,GPS1_Frame,42.343836666666654,-71.10197333333333,38.3,326856.1854866751,4690092.959218928,19,T
1663819752.4225502,115,147291554,0,GPS1_Frame,42.34384333333334,-71.10195833333334,38.7,326857.43942075974,4690093.66895522,19,T
1663819753.4226859,116,147295155,0,GPS1_Frame,42.343844999999995,-71.10194166666668,39.5,326858.8169211497,4690093.820084703,19,T
1663819754.4227626,117,147298756,0,GPS1_Frame,42.34384833333334,-71.10192833333335,40.4,326859.9244117469,4690094.163073641,19,T
1663819755.424607,118,147302357,0,GPS1_Frame,42.343851666666666,-71.10191833333333,41.4,326860.7573172458,4690094.512850937,19,T
1663819756.423915,119,147305958,0,GPS1_Frame,42.34385666666667,-71.10190833333333,42.6,326861.5947978976,4690095.047699292,19,T
1663819757.4246185,120,147309559,0,GPS1_Frame,42.34385833333334,-71.10189999999999,43.8,326862.2858355106,4690095.215799886,19,T
1663819758.4240172,121,147313160,0,GPS1_Frame,42.343865,-71.101895,45.3,326862.71601377206,4690095.945901545,19,T
1663819759.4228983,122,147316761,0,GPS1_Frame,42.34387166666667,-71.10188833333333,46.6,326863.28348439565,4690096.67260918,19,T
1663819760.4229414,123,147320362,0,GPS1_Frame,42.34387166666667,-71.10188666666667,48.0,326863.4207768406,4690096.6692151325,19,T
1663819761.4229743,124,147323963,0,GPS1_Frame,42.343875,-71.10188499999998,49.3,326863.5672196668,4690097.035963012,19,T
1663819762.4262388,125,147327564,0,GPS1_Frame,42.34388166666666,-71.10188499999998,50.0,326863.5855204226,4690097.7762468625,19,T
1663819763.4241374,126,147331165,0,GPS1_Frame,42.34388666666667,-71.10188499999998,50.3,326863.59924599103,4690098.331459751,19,T
1663819764.421464,127,147334766,0,GPS1_Frame,42.34388666666667,-71.10188333333335,51.3,326863.73653840116,4690098.328065709,19,T
1663819765.4218824,128,147338367,0,GPS1_Frame,42.34388666666667,-71.10188,52.4,326864.01112322777,4690098.321277634,19,T
1663819766.4227102,129,147341968,0,GPS1_Frame,42.34388333333334,-71.10188333333335,52.3,326863.72738802934,4690097.957923785,19,T
1663819767.4220774,130,147345569,0,GPS1_Frame,42.343885,-71.10188333333335,53.1,326863.7319632152,4690098.1429947475,19,T
1663819768.4247844,131,147349170,0,GPS1_Frame,42.34388833333333,-71.10188333333335,54.0,326863.7411135873,4690098.513136673,19,T
1663819769.422831,132,147352771,0,GPS1_Frame,42.34388833333333,-71.10188333333335,54.0,326863.7411135873,4690098.513136673,19,T
1663819770.4210832,133,147356372,0,GPS1_Frame,42.34389166666666,-71.10188,55.2,326864.02484876476,4690098.876490521,19,T
1663819771.4371939,134,147359973,0,GPS1_Frame,42.343893333333334,-71.10187666666667,56.2,326864.3040087416,4690099.054773422,19,T
1663819772.4401002,135,147363574,0,GPS1_Frame,42.343898333333335,-71.10187166666665,57.2,326864.72961142095,4690099.599804235,19,T
1663819773.4212964,136,147367175,0,GPS1_Frame,42.34390166666667,-71.10186666666667,58.0,326865.150638885,4690099.959764107,19,T
1663819774.4219108,137,147370776,0,GPS1_Frame,42.343911666666656,-71.101865,58.2,326865.3153821537,4690101.066795873,19,T
1663819775.4224856,138,147374377,0,GPS1_Frame,42.34391000000001,-71.10186666666667,58.2,326865.17351464217,4690100.885118924,19,T
1663819776.4233775,139,147377978,0,GPS1_Frame,42.34391999999999,-71.10187333333334,58.2,326864.65179619344,4690102.009120778,19,T
1663819777.4221141,140,147381579,0,GPS1_Frame,42.34393166666666,-71.10187666666667,58.3,326864.4092377393,4690103.3114055805,19,T
1663819778.4411428,141,147385180,0,GPS1_Frame,42.34393166666666,-71.10187833333333,58.3,326864.2719454231,4690103.314799612,19,T
1663819779.441074,142,147388781,0,GPS1_Frame,42.34393833333334,-71.10188499999998,59.2,326863.7410769423,4690104.068659625,19,T
1663819780.4250255,143,147392382,0,GPS1_Frame,42.343945,-71.10188333333335,60.2,326863.89667000354,4690104.805549439,19,T
1663819781.423975,144,147395983,0,GPS1_Frame,42.34395333333334,-71.10188166666666,61.2,326864.05683823046,4690105.727510223,19,T
1663819782.421885,145,147399584,0,GPS1_Frame,42.34396166666667,-71.10188,62.0,326864.2170064227,4690106.649471009,19,T
1663819783.4231472,146,147403185,0,GPS1_Frame,42.34397333333333,-71.10188666666667,61.8,326863.6998638265,4690107.958543929,19,T
